"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"386","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1414,6.42e-05,52,114.1,700,2011-07-13,15,"Baikonur Cosmodrome","Globalstar M083",2011,"USA",1414000,17702.9971951923,"#FBF36B",1414,575,1,"Commercial","Communications"
"387","Communications","Commercial","United Kingdom","MEO","Equatorial",0,8063,8069,0.000208,0.04,287.93,650,2014-12-18,NA,"Guiana Space Center","O3B FM12",2014,"World",8069000,17693.7589606591,"#FBE428",8066,40,1,"Commercial","Communications"
"388","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,619,741,0.00865,47,98.36,172,2014-07-14,5,"Cape Canaveral","ORBCOMM OG2 FM-104",2014,"USA",741000,17703.9322357535,"#FA8C0C",680,575,1,"Commercial","Communications"
"389","Communications","Commercial","Malaysia","GEO","Unlisted",92,35728,35788,0.000712,0.04,1434.6,2417,2009-06-21,15,"Baikonur Cosmodrome","Measat 3A",2009,"World",35788000,17655.4354143868,"#E7F0E7",35758,4,1,"Commercial","Communications"
"390","Communications","Commercial","USA","GEO","Unlisted",-95,35580,35860,0.00333,0.01,1435.1,6450,2016-06-09,20,"Baikonur Cosmodrome","Intelsat 31/DLA 2",2016,"USA",35860000,17655.336193133,"#9DD2E1",35720,575,1,"Commercial","Communications"
"391","Communications","Commercial","USA","GEO","Unlisted",-105,35777,35795,0.000213,0.04,1436.08,4200,2004-10-14,15,"Baikonur Cosmodrome","AMC-15",2004,"USA",35795000,17655.4257678026,"#B5DBE7",35786,575,1,"Commercial","Communications"
"392","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1412,1416,0.000257,52,114.1,450,2007-05-29,10,"Baikonur Cosmodrome","Globalstar M072",2007,"USA",1416000,17702.9944166893,"#FAD321",1414,575,1,"Commercial","Communications"
"393","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,768,778,7e-04,45,100.3,45,1997-12-23,5,"Wallops Island Flight Facility","ORBCOMM FM-8",1997,"USA",778000,17703.8808255141,"#FB4A08",773,575,1,"Commercial","Communications"
"394","Communications","Commercial","Russia","GEO","Unlisted",49,35774,35796,0.000261,0.04,1436.06,1320,2003-11-24,12,"Baikonur Cosmodrome","Yamal-202",2003,"World",35796000,17655.4243897204,"#FAFA9B",35785,133,1,"Commercial","Communications"
"395","Communications","Commercial","Norway","GEO","Unlisted",-1,35779,35794,0.000178,0.02,1436.1,3050,2009-10-29,15,"Guiana Space Center","Thor-6",2009,"World",35794000,17655.4271458851,"#D2E8E9",35786,6,1,"Commercial","Communications"
"396","Communications","Commercial","USA","GEO","Unlisted",-62,35776,35796,0.000237,0.05,1436.06,6658,2012-11-20,15,"Baikonur Cosmodrome","Echostar 16",2012,"USA",35796000,17655.4243897204,"#9BD2E1",35786,575,1,"Commercial","Communications"
"397","Communications","Commercial","USA","GEO","Unlisted",307,35781,35797,0.00019,0.03,1436.21,3200,2012-10-14,NA,"Baikonur Cosmodrome","Intelsat 23",2012,"USA",35797000,17655.4230116386,"#C9E5E9",35789,575,1,"Commercial","Communications"
"398","Communications","Commercial","USA","GEO","Unlisted",85,35776,35798,0.000261,0.05,1436.12,2550,2009-11-30,17,"Baikonur Cosmodrome","Intelsat 15",2009,"USA",35798000,17655.4216335571,"#E2EEE8",35787,575,1,"Commercial","Communications"
"399","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-11-09,8,"Vandenberg AFB","Iridium 40",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"400","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-03-30,8,"Vandenberg AFB","Iridium 59",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"401","Communications","Commercial/Gov/Mil","Spain","GEO","Unlisted",-30,35764,35809,0.000534,0.02,1436.11,3288,2002-09-18,15,"Cape Canaveral","Hispasat 1D",2002,"World",35809000,17655.4064746816,"#C8E4E9",35786,15,1,"Commercial","Communications"
"402","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-08-21,8,"Vandenberg AFB","Iridium 22",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"403","Communications","Commercial/Government","Russia","LEO","Polar",0,1482,1507,0.00159,82.49,115.86,270,2013-09-11,NA,"Plesetsk Cosmodrome","Gonets M-14",2013,"World",1507000,17702.867996186,"#FAA513",1494,133,1,"Commercial","Communications"
"404","Communications","Commercial","China","GEO","Unlisted",122,35784,35789,5.93e-05,0,1436.1,4137,2003-04-12,15,"Cape Canaveral","AsiaSat-4",2003,"World",35789000,17655.4340363024,"#B8DCE7",35786,191,1,"Commercial","Communications"
"405","Communications","Government/Commercial","USA","LEO","Polar",0,745,754,0.000632,87.2,99.8,689,2002-02-11,8,"Vandenberg AFB","Iridium 96",2002,"USA",754000,17703.9141726454,"#FBEE55",750,575,1,"Government","Communications"
"406","Communications","Government/Commercial","Turkmenistan/Monaco","GEO","Unlisted",52,35655,35784,0.00153,0,1432.69,4700,2015-04-27,15,"Cape Canaveral","Turkmen Alem 52E/MonacoSAT",2015,"World",35784000,17655.4409267277,"#ADD7E6",35720,1,1,"Government","Communications"
"407","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-12-20,8,"Vandenberg AFB","Iridium 45",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"408","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-04-07,8,"Baikonur Cosmodrome","Iridium 67",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"409","Communications","Commercial","USA","GEO","Unlisted",-119,35774,35797,0.000273,0.01,1436.1,5483,2004-05-04,15,"Sea Launch","DirecTV-7S",2004,"USA",35797000,17655.4230116386,"#A4D4E4",35786,575,1,"Commercial","Communications"
"410","Communications","Commercial/Government","Russia","LEO","Polar",0,1480,1511,0.00197,82.5,115.9,270,2012-07-28,NA,"Plesetsk Cosmodrome","Gonets M-04",2012,"World",1511000,17702.8624393029,"#FAA513",1496,133,1,"Commercial","Communications"
"411","Communications","Commercial","USA","GEO","Unlisted",62,35775,35797,0.000261,0.02,1436.1,4723,2001-08-30,13,"Guiana Space Center","Intelsat 902",2001,"USA",35797000,17655.4230116386,"#ABD6E6",35786,575,1,"Commercial","Communications"
"412","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-09-27,8,"Vandenberg AFB","Iridium 35",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"413","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-06-18,8,"Baikonur Cosmodrome","Iridium 10",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"414","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-03-30,8,"Vandenberg AFB","Iridium 55",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"415","Communications","Government/Commercial","USA","LEO","Polar",0,744,753,0.000632,86.4,99.8,689,2002-02-11,8,"Vandenberg AFB","Iridium 91",2002,"USA",753000,17703.9155621133,"#FBEE55",748,575,1,"Government","Communications"
"416","Communications","Government/Commercial","India","GEO","Unlisted",83,35775,35775,0,0,1436.1,2110,2015-08-27,NA,"Satish Dhawan Space Center","GSAT-6",2015,"World",35775000,17655.4533295137,"#F3F5DE",35775,42,1,"Government","Communications"
"417","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-09-27,8,"Vandenberg AFB","Iridium 19",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"418","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,614,657,0.00307,47,97.42,172,2015-12-22,5,"Cape Canaveral","ORBCOMM OG2 FM-108",2015,"USA",657000,17704.0489525541,"#FA8C0C",636,575,1,"Commercial","Communications"
"419","Communications","Commercial/Government","Russia","LEO","Polar",0,1494,1509,0.000953,92.49,116.02,270,2013-09-11,NA,"Plesetsk Cosmodrome","Gonets M-17",2013,"World",1509000,17702.8652177438,"#FAA513",1502,133,1,"Commercial","Communications"
"420","Communications","Commerical","Russia/USA","LEO","Sun-Synchronous",0,606,624,0.00129,97.99,96.99,6,2014-06-19,NA,"Dombarovsky Air Base","Perseus M2",2014,"World",624000,17704.0948062145,"#FC140A",615,2,1,"Commercial","Communications"
"421","Communications","Commercial","Spain","GEO","Unlisted",-30,35782,35786,4.74e-05,0.07,1435.95,5320,2010-12-29,15,"Guiana Space Center","Hispasat 1E",2010,"World",35786000,17655.4381705566,"#A5D4E4",35784,15,1,"Commercial","Communications"
"422","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-08-19,8,"Taiyuan Launch Center","Iridium 76",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"423","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-05-05,8,"Vandenberg AFB","Iridium 5",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"424","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-08-19,8,"Taiyuan Launch Center","Iridium 3",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"425","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-02-18,8,"Vandenberg AFB","Iridium 56",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"426","Communications","Commercial","United Kingdom","GEO","Unlisted",-98,35775,35798,0.000273,3.01,1436.1,5960,2008-08-18,15,"Baikonur Cosmodrome","INMARSAT 4 F3",2008,"World",35798000,17655.4216335571,"#A0D3E3",35786,40,1,"Commercial","Communications"
"427","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.3,100.4,689,1998-05-17,8,"Vandenberg AFB","Iridium 70",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"428","Communications","Military","France","GEO","Unlisted",-5,35772,35801,0.000344,0.03,1436.09,3750,2006-08-11,12,"Guiana Space Center","Syracuse 3B",2006,"World",35801000,17655.4174993144,"#BFE0E8",35786,9,1,"Military","Communications"
"429","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-05-17,8,"Vandenberg AFB","Iridium 75",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"430","Communications","Government/Commercial","USA","LEO","Polar",0,777,778,7e-05,86.4,100.4,689,2002-06-20,8,"Plesetsk Cosmodrome","Iridium 97",2002,"USA",778000,17703.8808255141,"#FBEE55",778,575,1,"Government","Communications"
"431","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-07-09,8,"Vandenberg AFB","Iridium 18",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"432","Communications","Government","China","GEO","Unlisted",177,37778,37794,0.000181,1,1436.1,2250,2011-07-11,NA,"Xichang Satellite Launch Center","TianLian 2",2011,"World",37794000,17652.6716258085,"#EEF3E7",37786,191,1,"Government","Communications"
"433","Communications","Government","India","GEO","Unlisted",74,35764,35809,0.000534,0.04,1436.1,2750,2002-01-23,12,"Guiana Space Center","INSAT 3C",2002,"World",35809000,17655.4064746816,"#DDECE8",35786,42,1,"Government","Communications"
"434","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-03-25,8,"Taiyuan Launch Center","Iridium 51",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"435","Communications","Commercial","USA","GEO","Unlisted",-103,35785,35786,1.19e-05,0.09,1436.04,5900,2009-12-29,15,"Baikonur Cosmodrome","DirecTV-12",2009,"USA",35786000,17655.4381705566,"#A1D3E3",35786,575,1,"Commercial","Communications"
"436","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-04-07,8,"Baikonur Cosmodrome","Iridium 66",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"437","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-09-14,8,"Baikonur Cosmodrome","Iridium 31",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"438","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-04-07,8,"Baikonur Cosmodrome","Iridium 68",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"439","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-09-27,8,"Vandenberg AFB","Iridium 34",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"440","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-12-19,8,"Taiyuan Launch Center","Iridium 20A",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"441","Communications","Commercial","USA","GEO","Unlisted",66,35770,35804,0.000403,0.03,1436.12,5540,2010-11-26,16,"Guiana Space Center","Intelsat 17",2010,"USA",35804000,17655.4133650747,"#A3D4E3",35787,575,1,"Commercial","Communications"
"442","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,2002-02-11,8,"Vandenberg AFB","Iridium 95",2002,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"443","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-07-09,8,"Vandenberg AFB","Iridium 15",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"444","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-11-09,8,"Vandenberg AFB","Iridium 43",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"445","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-05-05,8,"Vandenberg AFB","Iridium 8",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"446","Communications","Government/Commercial","USA","GEO","Unlisted",-171,35773,35787,0.000166,8.74,1435.7,3180,1993-01-13,10,"Cape Canaveral","TDRS-6",1993,"USA",35787000,17655.4367924716,"#CDE6E9",35780,575,1,"Government","Communications"
"447","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-08-21,8,"Vandenberg AFB","Iridium 23",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"448","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-08-21,8,"Vandenberg AFB","Iridium 25",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"449","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-09-08,8,"Vandenberg AFB","Iridium 82",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"450","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-02-18,8,"Vandenberg AFB","Iridium 52",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"451","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-09-14,8,"Baikonur Cosmodrome","Iridium 32",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"452","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,NA,1998-02-18,8,"Vandenberg AFB","Iridium 54",1998,"USA",779000,17703.8794360544,NA,778,575,1,"Government","Communications"
"453","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-03-25,8,"Taiyuan Launch Center","Iridium 61",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"454","Communications","Government/Commercial","Pakistan","GEO","Unlisted",38,35786,35800,0.000166,0.1,1436.1,5120,2011-08-11,15,"Xichang Satellite Launch Center","Paksat-1R",2011,"World",35800000,17655.418877395,"#A7D5E5",35793,1,1,"Government","Communications"
"455","Communications","Government","Multinational","GEO","Unlisted",31,35605,35623,0.000214,0.03,1427.27,4940,2010-06-26,15,"Guiana Space Center","Badr 5A",2010,"World",35623000,17655.6628027364,"#A9D5E5",35614,66,1,"Government","Communications"
"456","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-11-09,8,"Vandenberg AFB","Iridium 41",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"457","Communications","Commercial","Multinational","GEO","Unlisted",3,35786,35787,1.19e-05,0.01,1436.1,3050,2010-08-04,15,"Guiana Space Center","Rascom-QAF 1R",2010,"World",35787000,17655.4367924716,"#D2E8E9",35786,66,1,"Commercial","Communications"
"458","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-09-08,8,"Vandenberg AFB","Iridium 77",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"459","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-03-30,8,"Vandenberg AFB","Iridium 60",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"460","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,614,657,0.00307,47,97.43,172,2015-12-22,5,"Cape Canaveral","ORBCOMM OG2 FM-112",2015,"USA",657000,17704.0489525541,"#FA8C0C",636,575,1,"Commercial","Communications"
"461","Communications","Commercial","Multinational","GEO","Unlisted",13,35759,35812,0.000629,0.02,1436.06,4900,2006-08-04,15,"Baikonur Cosmodrome","Eutelsat Hot Bird 13B",2006,"World",35812000,17655.4023404497,"#A9D5E5",35786,66,1,"Commercial","Communications"
"462","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-12-20,8,"Vandenberg AFB","Iridium 49",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"463","Communications","Military","Russia","LEO","Polar",0,1482,1511,0.00184,82.5,115.8,280,2013-12-25,5,"Plesetsk Cosmodrome","Rodnik",2013,"World",1511000,17702.8624393029,"#FAB317",1496,133,1,"Military","Communications"
"464","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-11-06,8,"Vandenberg AFB","Iridium 84",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"465","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-05-17,8,"Vandenberg AFB","Iridium 72",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"466","Communications","Government/Commercial","USA","LEO","Polar",0,777,778,7e-05,86.4,100.4,689,2002-02-11,8,"Vandenberg AFB","Iridium 90",2002,"USA",778000,17703.8808255141,"#FBEE55",778,575,1,"Government","Communications"
"467","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-02-18,8,"Vandenberg AFB","Iridium 53",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"468","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-06-18,8,"Baikonur Cosmodrome","Iridium 12",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"469","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-09-08,8,"Vandenberg AFB","Iridium 80",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"470","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-09-08,8,"Vandenberg AFB","Iridium 81",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"471","Communications","Commercial","Japan","GEO","Unlisted",110,35721,35774,0.000629,0,1434.1,3400,2016-12-21,15,"Guiana Space Center","JCSat 15",2016,"World",35774000,17655.4547076026,"#C5E3E9",35748,60,1,"Commercial","Communications"
"472","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-04-07,8,"Baikonur Cosmodrome","Iridium 65",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"473","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-02-18,8,"Vandenberg AFB","Iridium 50",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"474","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1997-08-21,8,"Vandenberg AFB","Iridium 46",1997,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"475","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,614,656,0.003,47,97.41,172,2015-12-22,5,"Cape Canaveral","ORBCOMM OG2 FM-113",2015,"USA",656000,17704.0503420537,"#FA8C0C",635,575,1,"Commercial","Communications"
"476","Communications","Government/Commercial","USA","LEO","Polar",0,773,782,0.00063,86.4,100.4,689,2002-02-11,8,"Vandenberg AFB","Iridium 94",2002,"USA",782000,17703.8752676773,"#FBEE55",778,575,1,"Government","Communications"
"477","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1415,0.000128,52,114.1,700,2010-10-19,15,"Baikonur Cosmodrome","Globalstar M074",2010,"USA",1415000,17702.9958059407,"#FBF36B",1414,575,1,"Commercial","Communications"
"478","Communications","Government/Military","France/Italy","GEO","Unlisted",25,35784,35788,4.74e-05,0.05,1436.06,3080,2014-02-06,15,"Guiana Space Center","Athena-Fidus",2014,"World",35788000,17655.4354143868,"#D2E8E9",35786,3,1,"Government","Communications"
"479","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,614,658,0.00314,47,97.43,172,2015-12-22,5,"Cape Canaveral","ORBCOMM OG2 FM-119",2015,"USA",658000,17704.0475630548,"#FA8C0C",636,575,1,"Commercial","Communications"
"480","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1411,1414,0.000193,52,114,450,2007-10-20,10,"Baikonur Cosmodrome","Globalstar M068",2007,"USA",1414000,17702.9971951923,"#FAD321",1412,575,1,"Commercial","Communications"
"481","Communications","Commercial","Japan","GEO","Unlisted",124,33782,37768,0.0473,0.07,1435.52,2900,1999-02-15,14.5,"Cape Canaveral","JCSat 4A",1999,"World",37768000,17652.7074392928,"#D8EAE8",35775,60,1,"Commercial","Communications"
"482","Communications","Commercial","Japan","GEO","Unlisted",128,35778,35794,0.00019,0.01,1436.09,2982,1997-12-02,12,"Guiana Space Center","JCSat 1B",1997,"World",35794000,17655.4271458851,"#D5E9E9",35786,60,1,"Commercial","Communications"
"483","Communications","Commercial","Multinational","GEO","Unlisted",26,35725,35767,0.000499,0.08,1434.03,NA,2013-08-29,15,"Guiana Space Center","Eutelsat 25B",2013,"World",35767000,17655.4643542343,NA,35746,66,1,"Commercial","Communications"
"484","Communications","Commercial","USA","GEO","Unlisted",-45,35785,35788,3.56e-05,0.06,1436.11,4793,2000-11-15,15,"Guiana Space Center","Intelsat 1R",2000,"USA",35788000,17655.4354143868,"#AAD5E5",35786,575,1,"Commercial","Communications"
"485","Communications","Military","USA","GEO","Unlisted",-68,35764,35768,4.75e-05,4.5,1435.04,4536,2001-02-27,12,"Cape Canaveral","Milstar DFS-4",2001,"USA",35768000,17655.4629761431,"#B0D8E6",35766,575,1,"Military","Communications"
"486","Communications","Commercial","Russia","GEO","Unlisted",-14,35784,35788,4.74e-05,0.03,1436.09,2100,2015-09-14,15,"Baikonur Cosmodrome","Express-AM8",2015,"World",35788000,17655.4354143868,"#F3F5DE",35786,133,1,"Commercial","Communications"
"487","Communications","Military","USA","GEO","Unlisted",-130,35757,35817,0.000712,2.54,1436.1,1156,1997-10-24,10,"Cape Canaveral","DSCS III-F10",1997,"USA",35817000,17655.3954500695,"#FBFA95",35787,575,1,"Military","Communications"
"488","Communications","Military","Russia","LEO","Polar",0,1467,1503,0.00229,82.5,115.7,225,2003-08-19,3,"Plesetsk Cosmodrome","Strela 3",2003,"World",1503000,17702.8735530743,"#FA9C10",1485,133,1,"Military","Communications"
"489","Communications","Military/Commercial","United Arab Emirates","GEO","Unlisted",48,35780,35791,0.00013,0,1436.07,6000,2012-04-23,NA,"Baikonur Cosmodrome","Yahsat-1B",2012,"World",35791000,17655.4312801345,"#9FD3E2",35786,6,1,"Military","Communications"
"490","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,770,776,0.00042,45,100.3,45,1997-12-23,5,"Wallops Island Flight Facility","ORBCOMM FM-12",1997,"USA",776000,17703.8836044345,"#FB4A08",773,575,1,"Commercial","Communications"
"491","Communications","Military","Russia","GEO","Unlisted",70,35784,35788,4.74e-05,0.01,1436.06,2500,2010-01-28,5,"Baikonur Cosmodrome","Raduga 1-M2",2010,"World",35788000,17655.4354143868,"#E3EFE8",35786,133,1,"Military","Communications"
"492","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1412,1415,0.000193,51.98,113.35,700,2013-02-06,15,"Baikonur Cosmodrome","Globalstar M093",2013,"USA",1415000,17702.9958059407,"#FBF36B",1414,575,1,"Commercial","Communications"
"493","Communications","Military","Russia","Elliptical","Molniya",0,1722,38637,0.695,64.47,717.88,2500,2011-05-04,NA,"Plesetsk Cosmodrome","Meridian-4",2011,"World",38637000,17651.5105605473,"#E3EFE8",20180,133,1,"Military","Communications"
"494","Communications","Commercial","USA","GEO","Unlisted",-110,35778,35793,0.000178,0.03,1436.1,5500,2008-07-16,15,"Sea Launch","Echostar 11",2008,"USA",35793000,17655.4285239679,"#A4D4E3",35786,575,1,"Commercial","Communications"
"495","Communications","Commercial","USA","GEO","Unlisted",-119,35785,35789,4.74e-05,0.05,1436.11,6384,2010-03-20,15,"Baikonur Cosmodrome","Echostar 14",2010,"USA",35789000,17655.4340363024,"#9DD2E2",35787,575,1,"Commercial","Communications"
"496","Communications","Commercial","Russia","GEO","Unlisted",14,35774,35798,0.000285,0.02,1436.1,2600,2002-06-10,NA,"Baikonur Cosmodrome","Express-A1R",2002,"World",35798000,17655.4216335571,"#E0EDE8",35786,133,1,"Commercial","Communications"
"497","Communications","Military","USA","GEO","Unlisted",0,35770,35770,0,0,1436.1,5990,2016-12-07,NA,"Cape Canaveral","Wideband Global Satcom 8",2016,"USA",35770000,17655.4602199616,"#A0D3E2",35770,575,1,"Military","Communications"
"498","Communications","Military","USA","GEO","Unlisted",-120,35772,35801,0.000344,2.34,1436.1,6169,2012-05-03,14,"Cape Canaveral","AEHF-2",2012,"USA",35801000,17655.4174993144,"#9ED2E2",35786,575,1,"Military","Communications"
"499","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,620,741,0.00858,47,98.36,172,2014-07-14,5,"Cape Canaveral","ORBCOMM OG2 FM-103",2014,"USA",741000,17703.9322357535,"#FA8C0C",680,575,1,"Commercial","Communications"
