"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"808","Earth Observation","Government","USA","LEO","Non-Polar Inclined",0,515,534,0.00138,34.96,95.12,29,2016-12-15,NA,"Orbital ATK L-1011","CYGNSS FM06",2016,"USA",534000,17704.2198634629,"#FB3609",524,575,1,"Government","Earth Observation"
"809","Earth Observation","Military","China","LEO","Sun-Synchronous",0,630,653,0.00164,97.91,97.55,NA,2014-11-20,NA,"Jiuquan Satellite Launch Center","Yaogan 24",2014,"World",653000,17704.0545105546,NA,642,191,1,"Military","Earth Observation"
"810","Earth Observation","Commercial/Government","USA","LEO","Sun-Synchronous",0,671,686,0.00106,98.1,98.3,1955,2008-09-06,7,"Vandenberg AFB","GeoEye-1",2008,"USA",686000,17704.0086572073,"#F5F6D1",678,575,1,"Commercial","Earth Observation"
"811","Earth Observation","Commercial","USA","LEO","Sun-Synchronous",0,500,515,0.00109,97.5,94.78,110,2016-06-22,NA,"Satish Dhawan Space Center","SkySat-3",2016,"USA",515000,17704.2462647763,"#FA6F06",508,575,1,"Commercial","Earth Observation"
"812","Earth Observation","Civil","India","LEO","Non-Polar Inclined",0,839,866,0.00187,20,102,3,2011-10-12,NA,"Satish Dhawan Space Center","Jugnu",2011,"World",866000,17703.7585543117,"#FB1209",852,42,1,"Civil","Earth Observation"
"813","Earth Observation","Military","China","LEO","Sun-Synchronous",0,1201,1213,0.000792,100.5,109.4,NA,2015-08-27,NA,"Taiyuan Launch Center","Yaogan 27",2015,"World",1213000,17703.2764414185,NA,1207,191,1,"Military","Earth Observation"
"814","Earth Observation","Government/Civil","Multinational","GEO","Unlisted",-58,35770,35797,0.00032,4.71,1435.96,696,1997-09-02,5,"Guiana Space Center","Meteosat 7",1997,"World",35797000,17655.4230116386,"#FBEE55",35784,66,1,"Government","Earth Observation"
"815","Earth Observation","Government","ESA","LEO","Sun-Synchronous",0,802,804,0.000139,98.6,100.9,2300,2016-02-16,7,"Plesetsk Cosmodrome","Sentinel 3A",2016,"World",804000,17703.8446996679,"#EAF1E7",803,37,1,"Government","Earth Observation"
"816","Earth Observation","Government","Japan","GEO","Unlisted",145,35776,35797,0.000249,0.01,1436.1,2900,2006-02-18,5,"Tanegashima Space Center","MTSAT-2",2006,"World",35797000,17655.4230116386,"#D8EAE8",35786,60,1,"Government","Earth Observation"
"817","Earth Observation","Military","Israel","LEO","Non-Polar Inclined",0,367,764,0.0286,143.4,95.97,300,2002-05-28,4,"Palmachim Launch Complex","Ofeq 5",2002,"World",764000,17703.9002779845,"#FABA19",566,11,1,"Military","Earth Observation"
"818","Earth Observation","Commercial","USA","LEO","Sun-Synchronous",0,499,514,0.00109,97.51,94.76,4,2016-06-22,NA,"Satish Dhawan Space Center","Dove 2p-4",2016,"USA",514000,17704.2476543224,"#FC140A",506,575,1,"Commercial","Earth Observation"
"819","Earth Observation","Commercial","USA","LEO","Sun-Synchronous",0,608,624,0.00115,97.99,97.02,4,2014-06-19,NA,"Dombarovsky Air Base","Dove 1c-3",2014,"USA",624000,17704.0948062145,"#FC140A",616,575,1,"Commercial","Earth Observation"
"820","Earth Observation","Military","USA","GEO","Unlisted",48,35786,35787,1.19e-05,0.03,1436.12,NA,2009-09-08,NA,"Cape Canaveral","PAN-1",2009,"USA",35787000,17655.4367924716,NA,35786,575,1,"Military","Earth Observation"
"821","Earth Observation","Civil","Japan","LEO","Sun-Synchronous",0,505,569,0.00463,97.47,95.38,49,2014-11-06,NA,"Dombarovsky Air Base","TSUBAME",2014,"World",569000,17704.1712297736,"#FB4D08",537,60,1,"Civil","Earth Observation"
"822","Earth Observation","Commercial","USA","LEO","Non-Polar Inclined",0,398,403,0.000369,51.6,92.5,4,2016-06-01,NA,"International Space Station","Dove 2ep-6",2016,"USA",403000,17704.4018959716,"#FC140A",400,575,1,"Commercial","Earth Observation"
"823","Earth Observation","Military","South Africa","LEO","Polar",0,499,501,0.000146,74.75,94.62,NA,2014-12-19,NA,"Baikonur Cosmodrome","Condor E2",2014,"World",501000,17704.2657184513,NA,500,1,1,"Military","Earth Observation"
"824","Earth Observation","Military","China","LEO","Non-Polar Inclined",0,1092,1113,0.00141,63.4,107.31,NA,2014-12-10,NA,"Jiuquan Satellite Launch Center","Yaogan 25C",2014,"World",1113000,17703.4153748118,NA,1102,191,1,"Military","Earth Observation"
"825","Earth Observation","Government/Civil","Taiwan/USA","LEO","Polar",0,764,836,0.00502,72,100.9,70,2006-04-15,2,"Vandenberg AFB","COSMIC-A",2006,"World",836000,17703.8002373916,"#FA5D07",800,5,1,"Government","Earth Observation"
"826","Earth Observation","Government/Civil","Taiwan/USA","LEO","Polar",0,669,746,0.00544,72,98.9,70,2006-04-15,2,"Vandenberg AFB","COSMIC-D",2006,"World",746000,17703.9252883977,"#FA5D07",708,5,1,"Government","Earth Observation"
